Title,Company,High,Low,Price,Volume,Change,,% Change
FEMB,Emrg Mkts Local Currency Bond ETF FT,43.12,43.02,43.12,894,0.34,,0.79,
FEMS,Emrg Mkts Small Cap Alphadex Fund FT,44.80,44.63,44.63,"3,825",0.15,,0.34,
FENC,Fennec Pharmaceuticals Inc,13.38,12.68,13.12,"18,887",0.54,,4.29,
FEP,Europe Alphadex Fund FT,39.76,39.57,39.57,"4,622",0.39,,1.00,
FEUZ,Eurozone Alphadex Fund FT,45.08,44.82,44.93,"2,778",0.46,,1.03,
FEX,Largecap Core Alphadex Fund FT,58.80,58.54,58.67,"4,959",0.24,,0.41,
FEYE,Fireeye Inc,17.59,17.28,17.43,"562,424",0.06,,0.35,
FFBC,First Finl Bncp [Oh],29.60,29.10,29.17,"42,222",-0.12,,0.41,
FFBCW,First Fin Bcorp Wrnt,18.00,17.97,18.00,"1,500",-0.10,,0.55,
FFBW,Ffbw Inc,11.04,11.00,11.00,"3,100",-0.01,,0.09,
FFHL,Fuwei Films [Holding,3.560,3.560,3.560,117,0.320,,9.88,
FFIC,Flushing Finl Corp,27.50,27.07,27.29,"9,421",-0.07,,0.26,
FFIN,First Finl Bkshs Inc,47.65,47.05,47.20,"34,220",0.00,,0.00,
FFIV,F5 Networks Inc,144.9,143.1,143.5,"88,305",0.1,,0.08,
FFKT,Farmers Capital BA,41.40,40.10,40.15,"9,400",-1.00,,2.43,
FFNW,First Financial Nort,16.22,15.64,16.11,"20,400",0.36,,2.29,
FFWM,First Foundation,18.85,18.66,18.81,"25,300",0.15,,0.80,
FGBI,First Gurty Banc,26.30,25.83,26.26,"2,137",0.23,,0.88,
FGEN,Fibrogen Inc CS,47.10,45.95,46.30,"75,948",-0.40,,0.86,
FGM,Germany Alphadex Fund FT,49.38,48.58,49.38,"10,200",-0.03,,0.06,
FHB,First Hawaiian Inc,28.13,27.79,27.89,"34,420",-0.17,,0.61,
FHK,Hong Kong Alphadex Fund FT,41.10,41.10,41.10,300,-0.16,,0.39,
FIBK,First Interstate Ban,40.40,40.15,40.20,"23,770",0.10,,0.25,
FINL,Finish Line Cl A,13.70,13.54,13.56,"302,080",-0.11,,0.80,
FINX,G-X Fintech Thematic ETF,23.22,23.07,23.07,"75,864",0.22,,0.96,
FISI,Financial Institut,30.75,30.40,30.40,"5,097",-0.05,,0.16,
FISV,Fiserv Inc,71.92,71.01,71.26,"137,572",0.13,,0.18,
FITB,Fifth Third Bncp,32.62,32.24,32.33,"803,824",0.05,,0.15,
FITBI,Fifth Third Bancorp,29.06,28.85,29.04,"2,107",-0.03,,0.10,
FIVE,Five Below Inc,72.53,70.88,71.12,"199,609",-0.78,,1.08,
FIVN,Five9 Inc,29.05,28.47,28.58,"29,940",-0.23,,0.80,
FIXD,Tcw Opportunistic Fixed Income ETF FT,49.58,49.36,49.40,"39,562",-0.05,,0.10,
FIXX,Homology Medicines Inc.,18.50,17.78,18.25,"169,039",0.59,,3.34,
FIZZ,Natl Beverage Cp,89.31,87.65,87.79,"24,750",-0.74,,0.84,
FJP,Japan Alphadex Fund FT,58.15,58.13,58.15,364,0.21,,0.37,
FKO,South Korea Alphadex Fund FT,29.27,29.24,29.27,900,-0.61,,2.04,
FKU,UK Alphadex Fund FT,39.93,39.93,39.93,200,0.34,,0.86,
FLAT,Ipath US Treas Flattener ETN,63.80,62.88,63.80,"1,100",0.85,,1.35,
FLDM,Fluidigm Corp,6.070,5.870,5.900,"16,289",-0.020,,0.34,
FLEX,Flextronics Intl Ltd,16.51,16.38,16.49,"405,587",0.07,,0.43,
FLGT,Fulgent Genetics Inc,3.910,3.700,3.820,"4,700",0.250,,7.00,
FLIC,First of Long Isla,27.35,27.15,27.30,"9,001",-0.05,,0.18,
FLIR,Flir Systems Inc,51.50,50.94,51.10,"59,668",0.37,,0.73,
FLKS,Flex Pharma Inc,5.330,5.100,5.210,"3,377",-0.020,,0.38,
FLL,Full House Rsts,3.110,3.090,3.110,"1,276",-0.010,,0.32,
FLN,Latin America Alphadex Fund FT,22.51,22.42,22.42,"2,316",0.44,,2.00,
FLWS,1-800-Flowers.Com,12.65,12.25,12.50,"11,281",0.00,,0.00,
FLXN,Flexion Therapeutics,24.96,23.72,23.84,"134,523",-1.09,,4.37,
FLXS,Flexsteel Inds,40.27,39.14,39.90,"8,609",0.87,,2.23,
FMAO,Farmers & Merch Banc,39.83,39.83,39.83,224,-0.08,,0.20,
FMB,Managed Municipal ETF FT,52.61,52.50,52.55,"4,838",0.00,,0.00,
FMBH,First Mid Ill Bncshr,36.96,36.48,36.50,"3,329",0.14,,0.39,
FMBI,First Midwest Bncp,25.00,24.68,24.83,"26,678",0.03,,0.12,
FMHI,FT Municipal High Income ETF,50.26,50.13,50.13,"5,300",0.02,,0.04,
FMI,Foundation Medicine,74.65,72.65,73.90,"30,865",-0.15,,0.20,
FMK,Mega Cap Alphadex Fund FT,33.54,33.37,33.54,301,0.98,,3.01,
FMNB,Farmers Natl Banc Cp,14.35,14.25,14.25,593,0.05,,0.35,
FNBG,Fnb Bancorp [Ca],36.72,36.72,36.72,369,0.25,,0.69,
FNCB,First National Community Bancorp Inc,9.240,8.790,9.240,"2,900",0.000,,0.00,
FNGN,Financial Engines,33.25,32.70,32.85,"32,644",-0.10,,0.30,
FNHC,Federated Natl Hldg,16.60,16.37,16.55,883,0.06,,0.36,
FNJN,Finjan Holdings,3.510,3.340,3.400,"1,094,488",0.090,,2.72,
FNK,Mid Cap Value Alphadex Fund FT,34.86,34.78,34.86,"1,740",-0.01,,0.03,
FNKO,Funko Inc Class A,8.340,8.050,8.110,"14,739",-0.170,,2.05,
FNLC,First Bancorp Inc,27.92,27.91,27.91,383,0.20,,0.72,
FNSR,Finisar Corp,16.12,15.57,15.79,"2,946,327",1.09,,7.41,
FNTE,Fintech Acquisition Corp II,9.965,9.940,9.960,"278,000",0.000,,0.00,
FNTEU,Fintech Acquisition Corp II Unit,10.59,10.58,10.58,700,0.03,,0.28,
FNTEW,Fintech Acquisition Corp II Warrant,1.300,1.300,1.300,600,-0.020,,1.52,
FNWB,First Nw Banc,16.30,16.01,16.30,458,0.10,,0.62,
FNX,Mid Cap Core Alphadex Fund FT,65.90,65.29,65.36,"2,920",0.05,,0.08,
FNY,Mid Cap Growth Alphadex Fund FT,40.83,40.55,40.62,"2,717",0.01,,0.02,
FOANC,Gabelli Nextshares Trust Gabelli Food of,100.0,100.0,100.0,"1,000",0.0,,0.00,
FOGO,Fogo De Chao Cm ST,15.75,15.70,15.75,"124,600",-0.03,,0.16,
FOLD,Amicus Therapeutics,13.87,13.52,13.73,"247,602",0.09,,0.66,
FOMX,Foamix Pharma Ord,5.110,4.890,5.000,"33,081",-0.050,,0.99,
FONE,Nasdaq Smartphone Index Fund FT,52.19,52.02,52.19,"6,600",0.55,,1.07,
FONR,Fonar Corp,28.70,28.25,28.43,"3,130",0.38,,1.35,
FORD,Forward Inds Inc,1.400,1.390,1.390,"2,910",0.000,,0.00,
FORK,Fuling Global Ord Sh,4.200,4.150,4.150,"3,615",-0.100,,2.35,
FORM,Formfactor Inc,14.00,13.65,13.72,"68,386",-0.02,,0.15,
FORR,Forrester Resrch,43.00,41.85,42.70,"5,926",-0.05,,0.12,
FORTY,Formula Sys [1985],35.47,34.47,34.50,"1,900",-1.70,,4.70,
FOSL,Fossil Group,14.28,13.57,14.15,"500,739",0.20,,1.43,
FOX,21st Centry Fox Class B,35.92,35.40,35.57,"525,289",-0.09,,0.25,
FOXA,21st Centry Fox Class A,36.41,35.83,36.04,"2,923,466",-0.10,,0.28,
FOXF,Fox Factory Cp,35.00,34.47,34.75,"102,512",0.25,,0.72,
FPA,Asia Pacific Ex-Japan Alphadex Fund FT,35.95,35.85,35.85,"1,050",0.16,,0.46,
FPAY,Flexshopper Inc,3.070,2.950,3.000,"16,100",-0.020,,0.66,
FPRX,Five Prime Thera,19.95,19.13,19.23,"46,634",-0.50,,2.53,
FPXI,International IPO Fund FT,37.13,37.10,37.10,878,0.17,,0.46,
FRAN,Francesca's Holdings,4.950,4.840,4.890,"106,543",0.020,,0.41,
FRBA,First Bank,14.30,14.30,14.30,"1,857",0.00,,0.00,
FRBK,Republic First Bcp,8.500,8.400,8.400,"25,364",0.000,,0.00,
FRED,Fred's Inc,3.190,3.080,3.120,"29,418",-0.010,,0.32,
FRGI,Fiesta Restaurant Gp,19.50,19.00,19.35,"24,653",0.35,,1.84,
FRME,First Merchants Corp,42.58,42.01,42.36,"25,949",0.12,,0.28,
FRPH,Frp Holdings Inc,56.50,56.00,56.00,631,-0.05,,0.09,
FRPT,Freshpet Inc CS,17.20,16.40,16.45,"81,046",0.25,,1.54,
FRSH,Papa Murphys Hld Com,5.000,4.970,4.970,"2,404",-0.030,,0.60,
FRSX,Foresight Autonomous Holdings Ltd ADR,2.980,2.920,2.920,"4,006",0.120,,4.27,
FRTA,Forterra Inc,8.510,8.210,8.500,"48,334",0.360,,4.42,
FSAC,Federal Street Acquisition Corp,9.800,9.800,9.800,100,0.020,,0.20,
FSACU,Federal Street Acquisition Corp Unit,10.28,10.28,10.28,100,0.03,,0.29,
FSBC,Fsb Community Bnksh,17.40,16.85,16.85,"1,700",-0.20,,1.17,
FSBW,FS Bancorp Inc,54.86,52.95,54.40,"10,700",0.36,,0.67,
FSCT,Forescout Technologies Inc,33.66,32.41,32.68,"142,193",0.46,,1.43,
FSFG,First Savings Financ,68.27,67.50,68.27,"2,600",0.64,,0.95,
FSLR,First Solar Inc,71.50,70.25,71.49,"174,564",1.30,,1.85,
FSNN,Fusion Telecom Intl,3.550,3.460,3.480,"79,067",-0.010,,0.29,
FSTR,Foster L B Co,24.20,24.00,24.00,"1,016",0.00,,0.00,
FSV,Firstsrvce Sub Vt Sh,72.26,71.68,71.68,"1,629",-0.17,,0.24,
FSZ,Switzerland Alphadex Fund FT,51.62,51.62,51.62,241,0.46,,0.90,
FTA,Largecap Value Alphadex Fund FT,53.11,52.81,53.02,"3,266",0.16,,0.30,
FTAG,Indxx Global Agriculture ETF FT,26.43,25.93,26.43,600,0.19,,0.72,
FTC,Largecap Growth Alphadex Fund FT,63.90,63.68,63.88,"2,727",0.43,,0.68,
FTCS,Capital Strength ETF FT,51.01,50.81,50.88,"12,640",0.23,,0.45,
FTD,Ftd Companies,4.460,4.260,4.410,"95,650",0.090,,2.08,
FTEK,Fuel Tech Inc,1.420,1.320,1.420,"35,224",0.040,,2.90,
FTEO,Fronteo Inc,17.02,16.40,17.02,"4,200",1.61,,10.45,
FTFT,Future Fintech Group Inc,1.980,1.820,1.910,"73,530",0.110,,6.11,
FTGC,Global Tactical Commodity Strategy Fund,20.74,20.59,20.70,"6,460",0.07,,0.34,
FTHI,High Income ETF FT,22.30,22.21,22.22,"1,198",-0.02,,0.09,
FTLB,Low Beta Income ETF FT,21.93,21.93,21.93,924,0.27,,1.25,
FTNT,Fortinet Inc,55.24,54.28,54.46,"238,466",0.15,,0.28,
FTR,Frontier Commun Cp,7.990,7.600,7.910,"619,806",0.030,,0.38,
FTRI,Indxx Global Natural Resources Income,12.32,12.25,12.32,"3,200",0.14,,1.11,
FTRPR,Frontier A Mn Cnv Pd,12.30,11.86,12.29,"6,014",0.12,,0.99,
FTSL,Senior Loan ETF FT,48.12,48.07,48.09,"35,995",-0.02,,0.04,
FTSM,Enhanced Short Maturity ETF FT,60.00,59.98,59.99,"17,866",0.00,,0.00,
FTW,Taiwan Alphadex Fund FT,38.98,38.88,38.88,500,-0.31,,0.79,
FTXD,Nasdaq Retail ETF FT,21.00,21.00,21.00,250,0.15,,0.72,
FTXG,Nasdaq Food & Beverage ETF FT,19.37,19.37,19.37,200,-0.11,,0.56,
FTXH,Nasdaq Pharmaceuticals ETF FT,20.80,20.50,20.80,300,0.33,,1.61,
FTXL,Nasdaq Semiconductor ETF FT,32.86,32.31,32.36,"1,512",-0.07,,0.22,
FTXN,Nasdaq Oil & Gas ETF FT,19.74,19.52,19.74,600,0.05,,0.23,
FTXO,Nasdaq Bank ETF FT,30.01,29.80,29.88,"13,378",0.16,,0.54,
FTXR,Nasdaq Transportation ETF FT,25.34,25.31,25.31,"1,200",0.17,,0.68,
FULT,Fulton Financial Cor,17.90,17.72,17.76,"166,930",0.01,,0.06,
FUNC,First United Corp,19.50,19.40,19.40,790,0.00,,0.00,
FUND,Sprott Focus Trust,7.850,7.800,7.810,"1,275",0.010,,0.13,
FUSB,First US Bancshares Inc,11.64,11.37,11.64,"4,100",0.27,,2.37,
FUV,Arcimoto Inc,3.420,3.390,3.390,"2,365",-0.030,,0.87,
FV,Dorsey Wright Focus 5 ETF FT,28.92,28.67,28.74,"68,193",0.15,,0.52,
FVC,Dorsey Wright Dynamic Focus 5 ETF FT,26.99,26.71,26.75,"7,253",0.07,,0.26,
FVE,Five Star Quality Care,1.390,1.300,1.350,"7,042",0.050,,3.85,
FWONA,Liberty Media F1 Series A,29.39,28.71,29.01,"177,917",0.24,,0.83,
FWONK,Liberty Media F1 Series K,30.39,29.95,30.33,"63,613",0.31,,1.03,
FWP,Forward Pharma Ads,2.470,2.450,2.470,563,0.000,,0.00,
FWRD,Foward Air Corp,54.06,53.28,53.80,"66,263",0.02,,0.04,
FYC,Smallcap Growth Alphadex Fund FT,43.61,43.36,43.59,"2,340",0.17,,0.39,
FYT,Smallcap Value Alphadex Fund FT,35.87,35.80,35.87,"1,214",0.30,,0.84,
FYX,Smallcap Core Alphadex Fund FT,60.77,60.56,60.63,"2,089",0.24,,0.40,
GABC,German Amer Bncp Inc,34.45,32.75,33.87,"8,078",-0.05,,0.15,
GAIA,Gaiam Inc,15.55,14.95,15.45,"35,463",0.35,,2.32,
GAIN,Gladstone Investment,10.28,10.20,10.28,"22,775",0.07,,0.69,
GAINM,Gladstone Investment Corp,25.39,25.38,25.38,700,0.03,,0.12,
GAINN,Gladstone Inv 6.5 C,25.34,25.34,25.34,117,0.03,,0.12,
GAINO,Gladstone Invt Corp,25.29,25.26,25.26,"1,100",0.06,,0.24,
GALT,Galectin Therapeutic,4.840,4.580,4.770,"153,281",0.030,,0.63,
GARS,Garrison Capital Inc,8.180,8.160,8.160,"7,560",-0.030,,0.37,
GASS,Stealthgas Inc,4.080,3.870,4.080,"16,133",0.210,,5.43,
GBCI,Glacier Bancorp Inc,38.72,38.11,38.36,"38,939",0.01,,0.03,
GBDC,Golub Capital Bdc I,18.08,17.96,18.00,"14,233",0.01,,0.06,
GBLI,Global Indemnity Plc,38.83,38.27,38.27,625,-0.39,,1.01,
GBLIL,Global Indemnity Limited 7.875%,25.60,25.60,25.60,155,-0.02,,0.07,
GBLIZ,Global Indmnty 7.75,25.77,25.69,25.75,"8,000",-0.05,,0.19,
GBNK,Guaranty Bancorp,28.70,28.48,28.60,"11,289",0.10,,0.35,
GBT,Global Blood Ther,45.65,43.70,44.05,"112,036",-1.10,,2.44,
GCBC,Greene County Bncp,37.05,35.50,37.05,"4,700",0.95,,2.63,
GCVRZ,Sanofi Cvr,0.4200,0.4200,0.4200,"1,363",-0.0300,,6.67,
GDEN,Golden Entmt,24.23,24.23,24.23,790,0.14,,0.58,
GDS,Gds Holdings Ltd,25.59,25.23,25.49,"23,570",-0.05,,0.20,
GEC,Great Elm Capital Group Inc,3.800,3.800,3.800,164,0.050,,1.33,
GECC,Great Elm Capital Corp,9.580,9.320,9.440,"10,700",0.060,,0.64,
GECCL,Great Elm Capital Corp 6.50% Notes Due,25.47,25.47,25.47,100,0.27,,1.07,
GECCM,Great Elm Capital Corp. 6.75% Notes Due,24.30,24.28,24.28,"2,400",-0.04,,0.16,
GEMP,Gemphire Therapeutics Inc,6.560,6.490,6.490,"1,270",0.050,,0.78,
GENC,Gencor Industries In,15.90,15.60,15.60,"14,400",-0.20,,1.27,
GENE,Genetic Tech Spn Ads,1.150,1.150,1.150,"1,060",0.030,,2.68,
GENY,Principal Millennials Index ETF,35.50,35.50,35.50,376,0.61,,1.75,
GEOS,Geospace Technologie,10.02,9.92,10.02,462,0.17,,1.73,
GERN,Geron Corp,3.890,3.770,3.810,"226,941",-0.020,,0.52,
GEVO,Gevo Inc,0.4429,0.4201,0.4429,"38,274",0.0029,,0.66,
GFED,Guaranty Fedl Bcshs,23.15,23.15,23.15,800,0.05,,0.22,
GFN,General Finance Corp,7.500,7.500,7.500,"2,257",-0.050,,0.66,
GFNCP,General Fn Cum Pfd C,103.0,103.0,103.0,604,-0.4,,0.36,
GFNSL,Genrl Fin Sr Nt 2021,25.65,25.56,25.65,"2,400",0.02,,0.08,
GGAL,Grupo Fin Galicia,66.50,65.90,66.50,"9,892",0.03,,0.05,
GHDX,Genomic Health Inc,32.59,32.59,32.59,529,0.26,,0.80,
GIFI,Gulf Island Fab,7.850,7.800,7.800,621,0.000,,0.00,
GIGM,Gigamedia Ltd,2.640,2.480,2.600,"63,800",0.030,,1.17,
GIII,G-III Apparel Gp I,39.62,38.93,39.28,"12,694",0.46,,1.18,
GILD,Gilead Sciences Inc,75.98,75.43,75.62,"305,667",0.22,,0.29,
GILT,Gilat Satellite Ntwk,8.400,8.400,8.400,604,0.090,,1.08,
GLAD,Gladstone Cap Corp,8.810,8.720,8.810,"2,126",0.110,,1.26,
GLADN,Gladstone Capital Corp Term Pfd. Ser,24.84,24.78,24.78,250,0.03,,0.13,
GLBS,Globus Maritime Limi,0.7500,0.7500,0.7500,975,-0.0200,,2.60,
GLBZ,Glen Burnie Bancorp,12.10,12.02,12.10,"1,000",0.15,,1.26,
GLDD,Great Lakes Drg Dock,4.650,4.500,4.650,"1,844",0.050,,1.09,
GLDI,CS X-Links Gold Share,9.110,9.090,9.100,652,-0.070,,0.76,
GLIBA,Gci Liberty Inc. Cl A,51.99,51.99,51.99,"1,966",0.32,,0.62,
GLIBP,Gci Liberty Inc. Ser A Pfd,24.02,24.02,24.02,100,0.27,,1.14,
GLMD,Galmed Pharmaceutica,5.810,5.810,5.810,200,0.010,,0.17,
GLNG,Golar Lng Ltd,27.95,27.72,27.90,"8,325",0.42,,1.53,
GLPG,Galapagos Nv,97.59,97.28,97.36,"7,207",1.62,,1.69,
GLPI,Gaming & Leisure,33.53,33.43,33.46,"11,495",0.10,,0.30,
GLRE,Greenlight Cap. Re.,15.75,15.67,15.67,"4,955",0.02,,0.13,
GLUU,Glu Mobile Inc,3.750,3.710,3.740,"20,634",0.040,,1.08,
GLYC,Glycomimetics Inc,17.39,17.11,17.25,"11,389",0.09,,0.52,
GMLP,Golar Lng Partners,17.68,17.35,17.62,"6,867",0.27,,1.56,
GMLPP,Golar Lng Partners LP,25.33,25.22,25.24,"6,900",0.01,,0.04,
GNBC,Green Bancorp,22.95,22.60,22.95,"3,575",0.35,,1.55,
GNCA,Genocea Biosciences,1.0000,0.9600,0.9600,"6,723",0.0000,,0.00,
GNCMA,Gci Liberty Inc.,37.66,36.22,36.28,"12,704,300",-1.31,,3.48,
GNMA,Ishares GNMA Bond ETF,48.48,48.48,48.48,"1,008",0.04,,0.08,
GNMK,Genmark Diagnostics,5.200,5.110,5.110,"4,742",-0.070,,1.35,
GNMX,Aevi Genomic Medicine,1.910,1.760,1.900,"82,100",0.040,,2.15,
GNPX,Genprex Inc,3.950,3.950,3.950,469,0.110,,2.86,
GNRX,Generic Drugs Vaneck ETF,24.09,24.09,24.09,300,0.05,,0.21,
GNTX,Gentex Corp,24.00,23.70,23.72,"51,688",-0.03,,0.13,
GNTY,Guaranty Bancshares Inc,34.95,34.12,34.77,"16,600",0.06,,0.17,
GNUS,Genius Brands International Inc,2.840,2.680,2.830,"7,100",0.030,,1.07,
GOGL,Golden Ocean Gp,7.650,7.600,7.630,"13,555",0.280,,3.81,
GOGO,Gogo Inc,8.550,8.470,8.490,"8,063",0.020,,0.24,
GOLD,Randgold Res Ltd,79.44,79.23,79.41,"54,439",-0.26,,0.33,
GOOD,Gladstone Comml,17.54,17.40,17.43,"4,128",-0.08,,0.46,
GOODM,Gladstone Commercial Corporatio,24.93,24.93,24.93,300,0.00,,0.00,
GOODO,Gladstone Commercial,26.19,26.19,26.19,"1,300",-0.01,,0.04,
GOODP,Gladstone Commercial Corp,26.65,26.28,26.65,"1,214",0.40,,1.52,
GOOG,Alphabet Class C,"1,043","1,034","1,036","172,712",11,,1.03,
GOOGL,Alphabet Class A,"1,047","1,039","1,040","150,463",10,,0.99,
GOV,Government Properties Income Trust,13.14,12.89,12.90,"79,945",-0.17,,1.30,
GOVNI,Government Properties Income TR,25.24,25.00,25.24,"2,845",0.17,,0.68,
GPAQ,Gordon Pointe Acquisition Corp. Class A,9.730,9.710,9.710,"125,000",-0.060,,0.61,
GPAQU,Gordon Pointe Acquisition Corp. Unit,10.32,10.32,10.32,100,-0.03,,0.29,
GPAQW,Gordon Pointe Acquisition Corp. Warrant,0.5700,0.5000,0.5400,"28,800",-0.0400,,6.90,
GPIC,Gaming Partners Intl,9.950,9.950,9.950,200,0.200,,2.05,
GPOR,Gulfport Energy Corp,9.710,9.610,9.660,"94,753",0.000,,0.00,
GPP,Green Plains Partners LP,17.80,17.80,17.80,179,0.00,,0.00,
GPRE,Green Plains Inc,16.43,16.25,16.43,"21,541",0.23,,1.39,
GPRO,Gopro Inc Cl A,4.830,4.750,4.790,"91,458",0.010,,0.21,
GRBIC,Gabelli Nextshares Trust Gabelli Rbi,100.1,100.1,100.1,100,0.0,,0.00,
GRBK,Green Brick Partners,10.75,10.75,10.75,302,0.10,,0.94,
GRFS,Grifols S.A.,20.86,20.73,20.73,"148,604",0.15,,0.70,
GRID,Nasdaq Clean Edge Smart Grid Infr Index,49.35,49.26,49.26,313,0.32,,0.65,
GRIF,Griffin Industrial,37.90,37.54,37.54,"13,200",0.04,,0.11,
GRMN,Garmin Ltd,59.74,59.37,59.45,"23,540",0.12,,0.20,
GROW,U S Global Inv Inc,2.510,2.480,2.510,"4,713",0.030,,1.21,
GRPN,Groupon Cl A,4.370,4.330,4.350,"121,300",0.020,,0.46,
GRVY,Gravity Co. Ltd,78.81,78.81,78.81,420,-1.14,,1.43,
GSBC,Great Southern Bncp,51.00,49.60,50.75,"19,100",0.60,,1.20,
GSHT,Gores Holdings II Inc Class A,10.04,9.99,10.04,"1,100",0.00,,0.00,
GSHTU,Gores Holdings II Inc Units,10.64,10.60,10.60,300,-0.09,,0.84,
GSHTW,Gores Holdings II Inc Warrants,1.760,1.750,1.750,300,0.050,,2.94,
GSIT,Gsi Technology Inc,7.520,7.230,7.480,"11,800",0.170,,2.33,
GSM,Ferroglobe Plc Os,10.56,10.42,10.53,"12,845",0.16,,1.54,
GSUM,Gridsum Holding Inc,8.420,8.360,8.420,"3,295",0.090,,1.08,
GSVC,Gsv Capital Cp,7.510,7.460,7.480,"20,069",0.010,,0.13,
GT,Goodyear Tire Rubber,27.46,27.19,27.44,"78,399",0.19,,0.70,
GTHX,G1 Therapeutics Inc,37.87,37.47,37.87,"1,285",0.52,,1.39,
GTIM,Good Times Rest,3.350,3.350,3.350,409,0.000,,0.00,
GTLS,Chart Industries In,60.38,60.00,60.00,"2,004",0.19,,0.32,
GTXI,GTX Inc,18.68,18.65,18.65,927,0.15,,0.81,
GTYH,Gty Technology Holdings Inc,9.930,9.920,9.920,600,-0.040,,0.40,
GTYHU,Gty Technology Holdings Inc,10.32,10.31,10.32,300,-0.02,,0.19,
GTYHW,Gty Technology Holdings Inc Warrants,1.240,1.240,1.240,"1,100",0.000,,0.00,
GULF,Wisdomtree Middle East Dividend Fund,19.00,19.00,19.00,102,0.15,,0.80,
GURE,Gulf Resources Inc,1.400,1.400,1.400,"1,013",0.000,,0.00,
GWGH,Gwg Holdings,8.750,8.440,8.500,"4,500",-0.230,,2.63,
GWPH,Gw Pharma ADR,114.0,112.5,113.2,"7,252",1.1,,0.94,
GWRS,Global Water Reso,9.180,8.900,9.170,"12,600",0.140,,1.55,
GYRO,Gyrodyne Llc,20.00,20.00,20.00,300,-0.50,,2.44,
HA,Hawaiian Hldgs Inc,40.95,40.55,40.60,"30,491",0.10,,0.25,
HABT,Habit Rest Cmn A,8.950,8.900,8.900,"2,320",0.000,,0.00,
HAFC,Hanmi Financial Cp,31.20,30.80,30.80,"3,767",0.00,,0.00,
HAIN,Hain Celestial Grp,31.17,30.57,30.82,"26,202",-0.15,,0.48,
HAIR,Restoration Robotics Inc,6.450,6.210,6.350,"5,586",0.070,,1.11,
HALL,Hallmark Fin Svc,9.220,8.870,9.190,"80,700",0.230,,2.57,
HALO,Halozyme Therapeutic,20.00,19.81,19.81,"13,149",0.00,,0.00,
HAS,Hasbro Inc,85.83,85.44,85.73,"21,368",0.56,,0.66,
HAWK,Blackhawk Network Ho,44.75,44.72,44.75,"20,996",0.00,,0.00,
HAYN,Haynes Intl Inc,38.10,38.10,38.10,"2,117",0.42,,1.11,
HBAN,Huntington Bcshs,15.15,15.05,15.08,"258,767",0.06,,0.40,
HBANN,Huntington Bancshares Incorporated,25.42,25.42,25.42,300,-0.37,,1.43,
HBANO,Huntington Banc. Dep,26.48,26.48,26.48,615,-0.06,,0.23,
HBCP,Home Bancorp Inc,43.59,43.20,43.59,426,0.16,,0.37,
HBHC,Hancock Holding Co,52.80,51.58,52.40,"3,443",0.10,,0.19,
HBHCL,Hancock Hld 5.95 Nt,25.40,25.30,25.35,"2,600",0.00,,0.00,
HBIO,Harvard Bioscience,5.000,4.940,5.000,"1,929",0.000,,0.00,
HBK,Hamilton Bancorp,14.25,14.20,14.20,300,-0.05,,0.35,
HBMD,Howard Bancorp MD,20.00,18.95,19.25,"11,900",0.55,,2.94,
HBNC,Horizon Bancorp,29.99,29.99,29.99,318,0.11,,0.37,
HBP,Huttig Bldg Products,4.990,4.990,4.990,135,0.010,,0.20,
HCAP,Harvest Capital Cred,10.300,9.950,9.950,"1,223",-0.420,,4.05,
HCAPZ,Harvest Capital Credit Corporation,25.83,25.79,25.79,700,-0.06,,0.23,
HCCI,Heritage-Crystal,23.40,23.20,23.20,"2,104",0.05,,0.22,
HCKT,Hackett Grp Inc,16.21,16.06,16.14,"8,429",0.07,,0.44,
HCM,Hutchison China Ads,30.35,29.90,29.92,"8,133",-0.23,,0.76,
HCOM,Hawaiian Telcom Hold,26.97,26.20,26.86,"11,000",0.52,,1.97,
HCSG,Healthcare Svcs Gp,43.92,43.19,43.63,"13,319",0.11,,0.25,
HDNG,Hardinge Inc,18.35,18.28,18.32,"4,257",0.02,,0.11,
HDP,Hortonworks,19.08,18.78,18.96,"57,588",0.32,,1.72,
HDS,HD Supply Hlds Cmm,38.83,38.41,38.76,"61,924",0.42,,1.10,
HDSN,Hudson Tech Inc,4.940,4.840,4.940,"9,244",0.080,,1.65,
HEAR,Turtle Beach Corp,0.7500,0.6900,0.7500,"67,037",0.0500,,7.14,
HEBT,Hebron Technology Co. Ltd,1.980,1.820,1.980,"18,000",0.200,,11.24,
HEES,H&E; Equip Services,38.49,37.76,38.24,"12,089",0.17,,0.45,
HELE,Helen of Troy Ltd,86.50,86.50,86.50,"1,406",0.45,,0.52,
HEWG,MSCI Germany Ishares Currency Hedged,27.66,27.62,27.66,"5,042",0.42,,1.54,
HFBC,Hopfed Bancorp Inc,14.52,14.44,14.50,600,-0.13,,0.89,
HFBL,Home Federal,30.00,30.00,30.00,100,0.00,,0.00,
HFWA,Heritage Financial,30.95,30.50,30.50,"10,329",-0.15,,0.49,
HGSH,China Hgs Real Est,1.290,1.220,1.280,"18,800",0.010,,0.79,
HIBB,Hibbett Sports Inc,26.80,26.30,26.35,"37,199",-0.45,,1.68,
HIFS,Hingham Inst For Svg,204.4,204.4,204.4,209,0.6,,0.30,
HIHO,Highway Hldgs Ltd,5.200,4.900,4.900,"2,316",-0.110,,2.20,
HIIQ,Health Insurance Inn,30.30,30.00,30.10,"12,363",0.10,,0.33,
